Rank,Team,Name,Nr,Pos,Spiele,Assists
410,FSV Berolina Stralau 1901,David Bode,18,RV,15,0
411,FC Viktoria 1889 Berlin II,Nico Pohlan,NA,NA,0,0
412,BFC Preussen II,Serhan Arslani,NA,NA,4,0
413,BFC Preussen II,Tim Eymann,19,LV,4,0
414,FSV Berolina Stralau 1901,Arian Saiti,17,RV,19,0
415,BFC Meteor 06,Rick Mickael Ella,70,LM,8,0
416,FC Viktoria 1889 Berlin II,Nico Starkowski,29,TW,1,0
417,BSV Eintracht Mahlsdorf II,Leon Haake,NA,TW,1,0
418,TSV Rudow Berlin,Eliot Tolaj,15,IV,16,0
419,TSV Rudow Berlin,Nana Kwame Badu-Amoah,7,LM,19,0
420,FC Internationale Berlin 1980,Marcos Adrian Castro Barbera,12,NA,15,0
421,SV Empor Berlin II,Kolja Gramse,NA,NA,1,0
422,BFC Meteor 06,Leo Suilmann,1,TW,8,0
423,FC Internationale Berlin 1980,Jim Bratschke,77,RM,7,0
424,SV Empor Berlin II,Niclas Nixdorf,3,IV,18,0
425,SV Empor Berlin II,Jannick Wollmann,NA,IV,7,0
426,Berliner SC II,Paul Schlicht,1,TW,17,0
427,BSV Eintracht Mahlsdorf II,Tami Benkert,NA,ZM,1,0
428,SV Stern Britz 1889,Benis Leci,30,IV,23,0
429,SV Stern Britz 1889,Leonit Leci,17,IV,15,0
430,Köpenicker FC,Felix Hartmann,15,TW,25,0
431,BSV Eintracht Mahlsdorf II,Sune Tore Schröter,NA,NA,2,0
432,FC Viktoria 1889 Berlin II,Alican Ali,29,ST,13,0
433,FC Viktoria 1889 Berlin II,Leart Halimi,27,RM,3,0
434,Türkiyemspor Berlin,Deren Yoldas Emre,36,LV,20,0
435,SV Empor Berlin II,Suraj Faizi,NA,ZOM,10,0
436,BSV Eintracht Mahlsdorf II,Tom Bothe,12,IV,15,0
437,BSV Eintracht Mahlsdorf II,Lukas Otto,NA,IV,3,0
438,FC Internationale Berlin 1980,Bryson Rodney Pink,NA,NA,2,0
439,Köpenicker FC,Alieu Nyassi,NA,NA,2,0
440,Türkiyemspor Berlin,Mustafa Kenan Yigitoglu,NA,IV,14,0
441,Berliner SC II,Tom Köster,NA,TW,1,0
442,BSV Al-Dersimspor,William Essel,9,LM,15,0
443,BFC Preussen II,Lasse Engelsing,12,LV,19,0
444,BSV Eintracht Mahlsdorf II,Noah Wulf,NA,IV,1,0
445,FSV Berolina Stralau 1901,Andreas Friese,23,TW,18,0
446,Köpenicker FC,Nicolas Tauschwitz,10,LM,20,0
447,FC Viktoria 1889 Berlin II,Hadi El-Hayek,23,NA,2,0
448,Türkiyemspor Berlin,Koray Aktas,21,TW,10,0
449,Berliner SC II,Zahm Rad,NA,ZM,2,0
450,FC Viktoria 1889 Berlin II,Ismail Bendjelloul,5,ZDM,19,0
451,VfB Concordia Britz 1916,Felix Weglöhner,6,RM,24,0
452,VfB Concordia Britz 1916,Burak Tatli,44,ST,3,0
453,BSV Al-Dersimspor,Kaan Ucbaglar,44,LM,9,0
454,FC Internationale Berlin 1980,Kaan Ucbaglar,44,LM,7,0
455,SV Stern Britz 1889,Ahmed Saygi,NA,NA,1,0
456,BFC Preussen II,Marko Fischer,4,LV,2,0
457,FC Internationale Berlin 1980,Marko Fischer,4,LV,8,0
458,Türkiyemspor Berlin,Deniz Karakus,32,IV,4,0
459,BFC Meteor 06,Tyrone Mengesha,NA,NA,6,0
460,BFC Preussen II,Tim Henseler,NA,NA,4,0
461,Türkiyemspor Berlin,Görkem Tozlu,NA,IV,9,0
462,SC Borsigwalde 1910,Ahmad Chehade,NA,RV,9,0
463,Berliner SV 1892,Philip Klimper,NA,NA,1,0
464,FC Internationale Berlin 1980,Giovanni Marigo,2,RV,27,0
465,VfB Concordia Britz 1916,Enes Noah Öztürk,18,RV,2,0
466,BFC Preussen II,Adam Lamkaddam,32,NA,1,0
467,VfB Concordia Britz 1916,Merdan Köse,4,RV,20,0
468,TSV Rudow Berlin,Yannick Emanuel Wöhle,16,ST,19,0
469,Türkiyemspor Berlin,Erdem Celik,18,RM,4,0
470,SC Borsigwalde 1910,Philip Bartoschek,17,ZOM,11,0
471,BFC Preussen II,Jeff Nnaemeka-Chukwurah,28,ZDM,16,0
472,SV Empor Berlin II,Aaron Yusuff,NA,TW,15,0
473,BSV Eintracht Mahlsdorf II,Max Koyuncu,9,NA,2,0
474,BSV Eintracht Mahlsdorf II,Fabian Clemen,NA,NA,0,0
475,BSV Eintracht Mahlsdorf II,Carl Dopke,1,TW,5,0
476,FSV Berolina Stralau 1901,Yussef Jradi,11,LM,22,0
477,BFC Preussen II,Ali Hammoud,NA,RV,11,0
478,SC Borsigwalde 1910,Mohammed Yaqoobi,3,LV,22,0
479,BFC Preussen II,Maximilian Schatz,24,ZM,6,0
480,FC Viktoria 1889 Berlin II,Patrick Kühn,1,TW,23,0
481,BFC Preussen II,Leo Sommerfeld,NA,IV,2,0
482,SV Empor Berlin II,Alvenzio Ettah,19,ZM,21,0
483,Köpenicker FC,Florian Hildebrand,NA,NA,1,0
484,Berliner SC II,Felix Klebe,26,RM,4,0
485,Berliner SC II,Fabian Niedenhoff,NA,ZM,1,0
486,BFC Preussen II,Gani Gashi,33,ZDM,6,0
487,SC Borsigwalde 1910,Kai Neumann,21,ZM,6,0
488,SC Borsigwalde 1910,Eren Motuk,5,IV,18,0
489,SC Borsigwalde 1910,Elias Jamil Erisen,NA,LV,2,0
490,SV Stern Britz 1889,Joshua Ridzewski,NA,LM,1,0
491,SV Empor Berlin II,Milo Lippe,8,ZM,20,0
492,SV Empor Berlin II,Nico Bochnia,23,ST,15,0
493,SV Empor Berlin II,Emile Ako,NA,RM,9,0
494,SV Empor Berlin II,Leon Drannaschk,10,LM,18,0
495,BSV Al-Dersimspor,Ryan Smith Mabom Njiki,NA,ZDM,9,0
496,BSV Eintracht Mahlsdorf II,Benjamin Mohwinkel,NA,TW,1,0
497,BSV Al-Dersimspor,Merdie Tshondo,20,RV,5,0
498,SV Empor Berlin II,Vincent Lange,NA,IV,1,0
499,SV Empor Berlin II,Robert Kurth,22,NA,3,0
500,FC Internationale Berlin 1980,Tiago de Sousa Oliveira,NA,NA,6,0
501,BFC Preussen II,Tiago de Sousa Oliveira,NA,NA,1,0
502,SV Empor Berlin II,Oskar Kühn,23,TW,10,0
503,BFC Preussen II,Atacan Özcan,22,RV,18,0
504,Berliner SV 1892,Linus Hechtfisch,23,TW,6,0
505,FC Internationale Berlin 1980,Matteo Topal,31,ZDM,22,0
506,SC Borsigwalde 1910,Hebun Aslan,NA,RV,3,0
507,SC Borsigwalde 1910,Wilfred Arnaud Njankou Tchouwa,NA,NA,4,0
508,Türkiyemspor Berlin,Hüseyin Tunay,NA,LM,3,0
509,BSV Eintracht Mahlsdorf II,Maximilian Widmer,NA,LM,13,0
510,Berliner SC II,Vincent Spiegel,15,IV,2,0
511,SC Borsigwalde 1910,Furkan Yildirim,13,ZDM,21,0
512,SV Empor Berlin II,Janne Henrik Bloch,33,TW,2,0
513,BSV Eintracht Mahlsdorf II,Leonhard Buchmann,14,NA,1,0
514,Türkiyemspor Berlin,Mustafa Kemal Karaman,11,LV,19,0
515,FC Viktoria 1889 Berlin II,Alexander Dikarev,NA,ZM,1,0
516,FC Internationale Berlin 1980,Saif Merabti,NA,RM,7,0
517,FC Viktoria 1889 Berlin II,Fonseca Pereira Mendes,25,RV,23,0
518,FC Viktoria 1889 Berlin II,Dmytro Karika,30,TW,3,0
519,BFC Preussen II,Arda Isik,NA,LM,11,0
520,Berliner SC II,Moritz Brune,17,NA,1,0
521,BSV Eintracht Mahlsdorf II,Yulian Andres Cordoba Moreno,NA,NA,3,0
522,BFC Preussen II,Christian Müller,25,ZDM,15,0
523,Köpenicker FC,Dennis Bohnsack,9,ST,24,0
524,Köpenicker FC,Noah Maximilian Laske,19,RV,14,0
525,FC Internationale Berlin 1980,Nicolas Costa Echeverria,4,IV,23,0
526,Köpenicker FC,Oskar Klauke,20,LV,14,0
527,FC Internationale Berlin 1980,Juan José Swett Barros,23,NA,0,0
528,FC Viktoria 1889 Berlin II,Nana Nkrumah,12,ST,14,0
529,SV Stern Britz 1889,Jonas Lück,18,TW,11,0
530,FSV Berolina Stralau 1901,Cihat Yildirim,NA,ZDM,0,0
531,BFC Preussen II,Kemo Andresen,NA,RM,1,0
532,TSV Rudow Berlin,Mert Arslan,NA,TW,0,0
533,FC Internationale Berlin 1980,Dominic Kranz,7,LM,19,0
534,BSV Eintracht Mahlsdorf II,Carl-Lennart Stöver,19,LV,21,0
535,Köpenicker FC,Marques Brunow,NA,IV,8,0
536,Türkiyemspor Berlin,Yeifre Diaz Chacon,NA,NA,1,0
537,VfB Concordia Britz 1916,Mehmet Akif Bakiroglugil,18,NA,2,0
538,TSV Rudow Berlin,Abdullah Bayram,21,LM,25,0
539,Berliner SC II,Simon Riedel,14,RV,22,0
540,SC Borsigwalde 1910,Pedro Lucas Santanna Miranda Silva,10,ST,15,0
541,FC Internationale Berlin 1980,Jacques Kahra,NA,IV,1,0
542,SV Stern Britz 1889,Matias Ignacio Bottiglieri,NA,ST,7,0
543,FC Internationale Berlin 1980,Lancine Braunert,NA,NA,0,0
544,BFC Preussen II,Theo Kagoue,45,RM,15,0
545,Berliner SV 1892,Ali Ismail Gashi,12,ZDM,5,0
546,VfB Concordia Britz 1916,Ilai Harder,NA,NA,0,0
547,SC Borsigwalde 1910,Joao Victor Braga De Souza,2,IV,15,0
548,SV Empor Berlin II,Julian Duczmal,NA,ZM,4,0
549,Köpenicker FC,Luca Munsky,3,LV,22,0
550,SC Borsigwalde 1910,Mehdi Bencheikh,NA,IV,4,0
551,SC Borsigwalde 1910,Oskar Denis Cuesta,11,NA,8,0
552,SV Empor Berlin II,Billy Bradley Tuckerman,NA,RM,8,0
553,FC Internationale Berlin 1980,Cristobal Del Fierro,1,NA,23,0
554,FC Internationale Berlin 1980,Ryan Max Robert French,14,RM,21,0
555,FC Viktoria 1889 Berlin II,Ognyan Stefanov,16,NA,8,0
556,Köpenicker FC,Osben-Dario Ondo Mangue,2,NA,11,0
557,SV Empor Berlin II,Rafael Mentrup,21,LM,21,0
558,SV Empor Berlin II,Laszlo Braun,22,LM,14,0
559,SV Empor Berlin II,Daniil Savenko,18,NA,4,0
560,FC Internationale Berlin 1980,Maximilian De Rosnay,17,NA,9,0
561,FC Viktoria 1889 Berlin II,Emmanuel Sokowonci Daniel,32,NA,0,0
562,BFC Preussen II,Tarkan Taskiran,NA,IV,1,0
563,Türkiyemspor Berlin,Mohamad Faramarzi,20,RM,14,0
564,BFC Preussen II,Baran Daskan,NA,IV,2,0
565,FC Internationale Berlin 1980,Roger Gonzalez Hermosa,40,TW,6,0
566,SV Empor Berlin II,Luis Ploschenz,NA,RM,6,0
567,Berliner SC II,Efe Gültekin,NA,NA,1,0
568,FC Internationale Berlin 1980,Maximilian Louis Alexis Caspar de Rosnay,NA,NA,8,0
569,Berliner SC II,Ezher Akbulut,23,LM,24,0
570,FSV Berolina Stralau 1901,Adrian Welch,7,ST,7,0
571,SC Borsigwalde 1910,Yannick Djekonbe,20,NA,2,0
572,BSV Al-Dersimspor,Argjent Krasniqi,12,ST,26,0
573,FC Internationale Berlin 1980,Nicholas Cartwright Stanley,18,ZOM,19,0
574,BSV Eintracht Mahlsdorf II,Artur Reder,NA,NA,2,0
575,FC Internationale Berlin 1980,Oscar Reinaldo Avendano Leon,30,LM,7,0
576,FC Internationale Berlin 1980,Sebastian Basaure Larrain,NA,NA,1,0
577,FSV Berolina Stralau 1901,Adnan Shah,NA,NA,0,0
578,BFC Meteor 06,Leon Splanemann,NA,NA,0,0
579,FC Viktoria 1889 Berlin II,Daniel Hölbling,15,ST,4,0
580,VfB Concordia Britz 1916,Lukas Czernitzky,12,TW,2,0
581,VfB Concordia Britz 1916,Piet Kühn,21,TW,25,0
582,SC Borsigwalde 1910,Adam Barnat,6,LM,13,0
583,VfB Concordia Britz 1916,Philip Wieser,17,ZM,20,0
584,FC Viktoria 1889 Berlin II,Minyoung Lee,NA,NA,1,0
585,VfB Concordia Britz 1916,Omar Mohamed Ibrahim Hassan Ali,NA,ST,11,0
586,SV Stern Britz 1889,Timo Brei,NA,IV,4,0
587,Berliner SV 1892,Lewi Dawit Molalegn,15,ST,13,0
588,TSV Rudow Berlin,Pascal Ulrich,NA,NA,0,0
589,Köpenicker FC,Anton Louis Süring,NA,LV,2,0
590,Köpenicker FC,Lennart Will,NA,NA,2,0
591,FC Internationale Berlin 1980,Jamie Dell Bullock,3,LV,18,0
592,FC Internationale Berlin 1980,Joel Broughton Weeks,NA,NA,1,0
593,SV Empor Berlin II,Keita Udo,12,ZM,10,0
594,TSV Rudow Berlin,Süleyman Aktas,29,TW,13,0
595,TSV Rudow Berlin,Ahmad Haj Youssef,19,RM,27,0
596,FC Internationale Berlin 1980,Zachariah Mohamed Dukuly,21,NA,4,0
597,Köpenicker FC,Luca Seeber,12,TW,7,0
598,Köpenicker FC,Tobias Brandt,7,RM,19,0
599,SV Empor Berlin II,Laurens Cerny,20,ZM,21,0
600,FC Viktoria 1889 Berlin II,Sebastian Naicker,31,NA,3,0
601,FC Internationale Berlin 1980,Marlon Mayen Guzman,16,LM,14,0
602,VfB Concordia Britz 1916,Nicht öffentlich,NA,NA,5,0
603,Köpenicker FC,Felix Wittenburg,24,ZM,18,0
604,Türkiyemspor Berlin,Mohamad El-Ali,42,NA,2,0
605,VfB Concordia Britz 1916,Joao Victor Souza Rosa,24,NA,18,0
606,TSV Rudow Berlin,Leon Merke,NA,TW,2,0
607,Berliner SC II,Konstantin Joseski,NA,RV,5,0
608,Köpenicker FC,Iven Wiecker,NA,IV,5,0
609,SC Borsigwalde 1910,Sadjad Rassuli,NA,ZDM,7,0
610,FC Internationale Berlin 1980,Nikita Ovcharov,NA,NA,2,0
611,SC Borsigwalde 1910,Mohammad Kassem,NA,TW,5,0
612,Türkiyemspor Berlin,Manuel Pereira,NA,NA,1,0
613,Türkiyemspor Berlin,Rafael Pereira,NA,NA,1,0
614,SC Borsigwalde 1910,Johan Ferney Marin Macareno,NA,NA,0,0
615,SV Empor Berlin II,Tim Fechtner,NA,NA,4,0
616,BSV Eintracht Mahlsdorf II,Pajtim Hasalari,NA,NA,1,0
617,SV Stern Britz 1889,John Coker,NA,ST,7,0
618,TSV Rudow Berlin,Aron Murseli,NA,LM,7,0
619,Berliner SC II,David Omilani,NA,IV,1,0
620,FSV Berolina Stralau 1901,Jim Holtz,NA,NA,1,0
621,FSV Berolina Stralau 1901,Aaron Sakyi Ankrah,NA,NA,1,0
622,FSV Berolina Stralau 1901,Eike Christiansen,NA,NA,1,0
623,FSV Berolina Stralau 1901,Finley Püschel,NA,NA,1,0
