Rank,Team,Name,Nr,Pos,Spiele,Assists
413,SC Borsigwalde 1910,Marcel Knaack,NA,ZOM,1,0
414,SC Borsigwalde 1910,Kenneth Weise,NA,NA,0,0
415,SC Borsigwalde 1910,Ömer Coskunaydin,NA,NA,1,0
416,SC Borsigwalde 1910,Michel Stefaniszin,NA,NA,0,0
417,SC Borsigwalde 1910,Kevin Kummer,NA,ZDM,1,0
418,SC Borsigwalde 1910,Mohammed Mustafa Acar,NA,IV,1,0
419,SC Borsigwalde 1910,Lucas Bittighofer,NA,NA,0,0
420,SC Borsigwalde 1910,Magnus Crone,NA,NA,0,0
421,BFC Preussen II,Kiminu Mayoungou,NA,NA,0,0
422,BFC Preussen II,Jerome Kortebusch,NA,RV,1,0
423,BFC Preussen II,Ahmad El-Mustapha,NA,RM,1,0
424,BFC Preussen II,Serhan Arslani,NA,NA,0,0
425,BFC Preussen II,Tim Henseler,NA,ZDM,1,0
426,BFC Preussen II,Adam Lamkaddam,NA,NA,1,0
427,BFC Preussen II,Maximilian Schatz,NA,NA,0,0
428,BFC Preussen II,Leo Sommerfeld,NA,IV,1,0
429,BFC Preussen II,Atacan Özcan,NA,ZDM,1,0
430,BFC Preussen II,Christian Müller,NA,ZM,0,0
431,BFC Preussen II,Romaric Moumeni Taffou,NA,NA,0,0
432,BFC Preussen II,Abdallah Ferchichi,NA,LV,1,0
433,BFC Preussen II,Can Kelesoglu,NA,NA,1,0
434,BFC Preussen II,Baran Aykut,NA,NA,0,0
435,BFC Preussen II,Vahit Engin,NA,NA,0,0
436,BFC Preussen II,Julian Loder,NA,NA,1,0
437,BFC Preussen II,Magnus Stahlberg,NA,IV,1,0
438,BFC Preussen II,Paul Miggel,NA,NA,0,0
439,BFC Preussen II,Ugurcan Yilmaz,NA,NA,0,0
440,BFC Preussen II,Lukas Kohlmann,NA,NA,0,0
441,BFC Preussen II,Yasin Demir,NA,NA,0,0
442,BFC Preussen II,Nicolas Michalke,NA,NA,0,0
443,BFC Preussen II,Rommel Abou-Chaker,NA,NA,1,0
444,BFC Preussen II,Marcel Berner,NA,NA,0,0
445,BFC Preussen II,Julian von Gliszczynski,NA,NA,0,0
446,BFC Preussen II,Hugo Timur,NA,LM,1,0
447,BFC Preussen II,Dan Feldmann,NA,ST,1,0
448,BFC Preussen II,Georgios Mikelatze,NA,NA,0,0
449,DJK Schwarz-Weiß Neukölln,Lukas Elszel,NA,NA,1,0
450,DJK Schwarz-Weiß Neukölln,Alisan Erdogan,NA,NA,1,0
451,DJK Schwarz-Weiß Neukölln,Sascha Ginkel,NA,NA,0,0
452,DJK Schwarz-Weiß Neukölln,Niklas Kühne,NA,NA,0,0
453,DJK Schwarz-Weiß Neukölln,Justin Hecke,NA,NA,0,0
454,DJK Schwarz-Weiß Neukölln,Barkan Köprülügil,NA,NA,1,0
455,DJK Schwarz-Weiß Neukölln,Julian Baumeister,NA,NA,0,0
456,DJK Schwarz-Weiß Neukölln,Miran Aykus,NA,NA,0,0
457,DJK Schwarz-Weiß Neukölln,Julian Kirsch,NA,ZDM,1,0
458,DJK Schwarz-Weiß Neukölln,Shaker Shawrdi,NA,NA,0,0
459,DJK Schwarz-Weiß Neukölln,Henrik Kühne,NA,NA,0,0
460,DJK Schwarz-Weiß Neukölln,Dorian Kühn,NA,LV,1,0
461,DJK Schwarz-Weiß Neukölln,Bekar Hoeri,NA,NA,1,0
462,DJK Schwarz-Weiß Neukölln,Norman Guski,NA,ST,1,0
463,DJK Schwarz-Weiß Neukölln,Kamil Czuba,NA,NA,0,0
464,DJK Schwarz-Weiß Neukölln,Guillermo Ernesto Padilla Cross,NA,NA,1,0
465,DJK Schwarz-Weiß Neukölln,Maurice Duhme,NA,NA,0,0
466,DJK Schwarz-Weiß Neukölln,Benedict Richter,NA,NA,0,0
467,DJK Schwarz-Weiß Neukölln,Patrick Boel,NA,TW,1,0
468,DJK Schwarz-Weiß Neukölln,Justin Jakob,NA,RV,1,0
469,DJK Schwarz-Weiß Neukölln,Robert Kruk,NA,NA,0,0
470,DJK Schwarz-Weiß Neukölln,Luthando Saul,NA,NA,0,0
471,DJK Schwarz-Weiß Neukölln,Amir Nekere,NA,NA,0,0
472,DJK Schwarz-Weiß Neukölln,Muhammed Mücahid Mert,NA,NA,0,0
473,DJK Schwarz-Weiß Neukölln,Josip Ramljak,NA,IV,1,0
474,DJK Schwarz-Weiß Neukölln,Christoph Ruden,NA,ZDM,1,0
475,DJK Schwarz-Weiß Neukölln,Nico Lindner,NA,NA,1,0
476,DJK Schwarz-Weiß Neukölln,Ali Mert Koca,NA,NA,0,0
477,DJK Schwarz-Weiß Neukölln,Mike Rupprecht,NA,NA,0,0
478,SF Charlottenburg-Wilmersdorf 03,Robin Gorr,NA,NA,1,0
479,SF Charlottenburg-Wilmersdorf 03,Erik Kosky,NA,RV,1,0
480,SF Charlottenburg-Wilmersdorf 03,Nicholas Jean-Louis,NA,LV,1,0
481,SF Charlottenburg-Wilmersdorf 03,Srour Al Saadi,NA,NA,0,0
482,SF Charlottenburg-Wilmersdorf 03,Suleyman Osman,NA,NA,0,0
483,SF Charlottenburg-Wilmersdorf 03,Maximilian Kocher,NA,ZM,1,0
484,SF Charlottenburg-Wilmersdorf 03,Gabriel Dahm,NA,NA,0,0
485,SF Charlottenburg-Wilmersdorf 03,Marc Weinmann,NA,NA,0,0
486,SF Charlottenburg-Wilmersdorf 03,Johannes Gehring,NA,ZM,1,0
487,SF Charlottenburg-Wilmersdorf 03,Florian Bellabarba,NA,NA,0,0
488,SF Charlottenburg-Wilmersdorf 03,Mohammad Sabra,NA,NA,1,0
489,SF Charlottenburg-Wilmersdorf 03,Tobias Schleyer,NA,NA,0,0
490,SF Charlottenburg-Wilmersdorf 03,Toni Schulz,NA,NA,0,0
491,SF Charlottenburg-Wilmersdorf 03,Koffi Ange Mickael Hermann Yao,NA,RM,1,0
492,SF Charlottenburg-Wilmersdorf 03,Hans Siegmund-Schultze,NA,NA,0,0
493,SF Charlottenburg-Wilmersdorf 03,Lasslo Jacobs,NA,NA,0,0
494,SF Charlottenburg-Wilmersdorf 03,Justus Häger,NA,NA,0,0
495,SF Charlottenburg-Wilmersdorf 03,Philipp Aufschlag,NA,NA,0,0
496,SF Charlottenburg-Wilmersdorf 03,Bakary Diakite,NA,LM,1,0
497,SF Charlottenburg-Wilmersdorf 03,Hussein Sabah,NA,NA,0,0
498,SF Charlottenburg-Wilmersdorf 03,Niklas Höhne,NA,TW,1,0
499,SF Charlottenburg-Wilmersdorf 03,Lasse Kollof,NA,NA,1,0
500,SF Charlottenburg-Wilmersdorf 03,Oskar Dornheim,NA,ZM,1,0
501,SF Charlottenburg-Wilmersdorf 03,Nuno Tyrese Nuamah Dos Santos,NA,NA,1,0
502,SF Charlottenburg-Wilmersdorf 03,Dhia Mayel,NA,NA,0,0
503,SF Charlottenburg-Wilmersdorf 03,Levin Grabher,NA,NA,0,0
504,SF Charlottenburg-Wilmersdorf 03,Nazir Boukari Yabara,NA,NA,0,0
505,SF Charlottenburg-Wilmersdorf 03,Janek Wendt,NA,IV,1,0
506,SF Charlottenburg-Wilmersdorf 03,Lucas Dziadek,NA,IV,1,0
